AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
ADELAIDE,F,2,Chihuahua Crossbreed,Manhattan
ADELAIDE,F,2,Maltese,Queens
ADELAIDE,F,4,"Poodle, Miniature",Manhattan
ADELAIDE,F,1,American Eskimo dog,Brooklyn
ADELE,F,2,Staffordshire Bull Terrier,Manhattan
ADELE,F,10,Poodle,Brooklyn
ADELE,F,2,Shih Tzu,Queens
ADELIA,F,2,German Shepherd Dog,Manhattan
ADELINA,F,2,Shih Tzu,Manhattan
ADELINE,F,3,"Poodle, Toy",Manhattan
ADELINE,F,5,Unknown,Queens
ADELINE,F,3,English Cocker Spaniel,Brooklyn
ADELINE,F,2,Poodle Crossbreed,Manhattan
ADELINE,F,1,Beagle,Bronx
ADELLA,F,1,Collie Crossbreed,Manhattan
ADELLE,F,8,"Schnauzer, Standard",Queens
ADELLE,F,5,"Bull Dog, French",Manhattan
ADELLINE,F,3,Maltese,Manhattan
ADGER,M,3,Unknown,Manhattan
ADGER,M,3,Unknown,Manhattan
ADI,F,6,Boerboel,Brooklyn
ADI,F,7,Unknown,Brooklyn
ADIDAS,F,8,American Pit Bull Terrier/Pit Bull,Manhattan
ADIDAS,M,4,German Shepherd Dog,Queens
ADIDAS,F,8,American Pit Bull Terrier/Pit Bull,Manhattan
ADIDI,F,14,Unknown,Manhattan
ADINA,F,2,Unknown,Queens
ADINA,F,2,Unknown,Queens
ADINA,F,11,Beagle,Queens
ADMIRAL,M,9,"Dachshund, Wirehaired",Queens
ADMIRAL,M,2,Doberman Pinscher,Manhattan
ADMIRAL,M,9,"Dachshund, Wirehaired",Queens
ADOLF,M,5,German Shepherd Dog,Queens
ADOLFO,M,11,Maltese,Queens
ADONIS,M,9,American Pit Bull Mix / Pit Bull Mix,Queens
ADONIS,M,3,American Pit Bull Mix / Pit Bull Mix,Brooklyn
ADONIS,M,4,Bichon Frise,Bronx
ADONIS,M,9,American Pit Bull Mix / Pit Bull Mix,Queens
ADONIS,M,6,Unknown,Manhattan
ADONIS,M,2,Doberman Pinscher,Staten Island
ADONIS,M,4,"Bull Dog, French",Queens
ADORA,F,3,Staffordshire Bull Terrier,Manhattan
ADORA,F,9,Cocker Spaniel,Brooklyn
ADORABLE,F,3,Siberian Husky,Brooklyn
ADORABLE,F,3,Siberian Husky,Brooklyn
ADORABLES,M,6,"Mastiff, Bull",Queens
ADORE,F,2,Havanese,Brooklyn
ADRIAN,F,4,American Pit Bull Terrier/Pit Bull,Queens
ADRIAN,F,5,"Bull Dog, English",Bronx
ADRIAN,F,3,Labrador Retriever,Staten Island
ADRIAN,M,6,German Shepherd Crossbreed,Manhattan
ADRIAN,F,13,Bull Terrier,Brooklyn
ADRIAN,M,12,Unknown,Brooklyn
ADRIANA,F,3,Papillon,Manhattan
ADRIANE,F,3,American Bully,Queens
ADRIENNE,F,7,Yorkshire Terrier,Staten Island
ADRIENNE,F,1,Yorkshire Terrier,Queens
ADU,M,7,Great Dane,Bronx
ADULIO,M,4,Labradoodle,Queens
AEGE,F,11,Shih Tzu,Queens
AEGEAN,M,6,Dachshund Smooth Coat,Staten Island
AEKI,M,13,Dachshund Smooth Coat,Queens
AENGUS,M,5,American English Coonhound,Manhattan
AERIE,F,3,"Welsh Corgi, Pembroke",Queens
AERO,M,8,German Shepherd Crossbreed,Staten Island
AERYS,F,4,Jack Russell Terrier,Brooklyn
AESOP,M,7,Unknown,Manhattan
AFRICA,F,7,Yorkshire Terrier,Bronx
AGAPE,F,8,Yorkshire Terrier,Bronx
AGASHA,F,7,"Schnauzer, Giant",Staten Island
AGATE,M,10,Miniature Pinscher,Manhattan
AGATH,M,15,Chow Chow,Brooklyn
AGATHA,F,12,Unknown,Queens
AGATHA,F,3,Jack Russell Terrier,Brooklyn
AGATHA,F,2,American Pit Bull Terrier/Pit Bull,Brooklyn
AGATHA,F,4,"Poodle, Miniature",Manhattan
AGATHA,F,9,Unknown,Manhattan
AGATHA,F,1,West Highland White Terrier,Queens
AGATHA,F,13,Labrador Retriever Crossbreed,BROOKLYN
AGATHA,F,9,Unknown,Brooklyn
AGATHOR,F,1,Irish Wolfhound,Bronx
AGENT,M,2,Shih Tzu,Bronx
AGENT,F,2,American Pit Bull Mix / Pit Bull Mix,Brooklyn
AGENT,M,14,Unknown,Brooklyn
AGENT,M,4,Maltese,Manhattan
AGENT,M,8,American Pit Bull Terrier/Pit Bull,Brooklyn
AGENT,F,2,American Pit Bull Mix / Pit Bull Mix,Queens
AGENT,M,2,Shih Tzu,Bronx
AGGIE,F,5,Unknown,Manhattan
AGGIE,F,3,Yorkshire Terrier,Manhattan
AGGIE,F,3,Unknown,Manhattan
AGGIE,F,2,Unknown,Queens
AGGIE,F,2,"Collie, Smooth Coat",Manhattan
AGGIE,F,2,Miniature Pinscher,Brooklyn
AGGIE,F,3,Wire Fox Terrier,Brooklyn
AGGIE,F,2,Sealyham Terrier,Brooklyn
AGGIE,F,12,Unknown,Bronx
AGGIE,F,5,Bedlington Terrier,Manhattan
AGGIE,F,11,Labrador Retriever Crossbreed,Manhattan
AGGIE,F,2,Havanese,Manhattan
AGGIE,F,2,Unknown,Queens
AGGIE,F,8,American Pit Bull Mix / Pit Bull Mix,Queens
AGLAIA,F,6,Papillon,Brooklyn
AGNES,F,9,Beagle,Brooklyn
AGNES,F,8,German Shepherd Crossbreed,Brooklyn
AGNES,F,2,Border Terrier,Manhattan
AGNES,F,8,"Collie, Border",Manhattan
AGNES,F,2,"Schnauzer, Miniature",Bronx
AGNES,F,6,Jack Russell Terrier,Brooklyn
AGNES,F,4,Labrador Retriever,Manhattan
AGNES,F,4,Labrador Retriever Crossbreed,Manhattan
AGNES,F,9,Pointer,Manhattan
AGNES,F,1,Cocker Spaniel,Manhattan
AGNES,F,9,Terrier mix,Manhattan
AGNES,F,4,"Poodle, Standard",Brooklyn
AGNES,F,1,American Pit Bull Terrier/Pit Bull,Manhattan
AGNES,F,2,Boston Terrier,Manhattan
AGNES,F,11,Whippet,Queens
AGNES,F,3,Chihuahua,Manhattan
AGNES,F,1,"Dachshund, Wirehaired, Miniature",Brooklyn
AGNES,F,7,Shih Tzu,Brooklyn
AGNES,F,2,Chihuahua,Brooklyn
AGNES,F,5,Cavalier King Charles Spaniel,Manhattan
AGNUS,F,3,Unknown,Manhattan
AGRO,M,8,Unknown,Brooklyn
AGUA,F,2,Chihuahua Crossbreed,Queens
AGUILES,M,5,Australian Shepherd,Brooklyn
AGUSTINA,F,6,Dachshund Smooth Coat,Bronx
AGUSTINA,F,1,Yorkshire Terrier,Queens
AH1232,F,3,Jack Russell Terrier,Queens
AH1232,F,3,Jack Russell Terrier,Queens
AHAVA,F,7,Shih Tzu,Staten Island
AHIL,M,6,Doberman Pinscher,Manhattan
AHIMSA,M,11,Havanese,Brooklyn
AHJI,F,14,Unknown,Queens
AHJI,F,14,Lhasa Apso,Queens
AHSOKA,F,3,American Pit Bull Terrier/Pit Bull,Queens
AICHAN,F,9,French Bulldog,Brooklyn
AIDAN,M,9,Jack Russell Terrier,Manhattan
AIDAN,M,2,Havanese,Manhattan
AIDAN,M,6,Japanese Chin/Spaniel,Manhattan
AIDAN,M,9,Jack Russell Terrier,Manhattan
AIDAN,M,8,Cavalier King Charles Spaniel,Manhattan
AIDAN,M,7,Chihuahua,Bronx
AIDEN,M,9,Unknown,Staten Island
AIDEN,M,7,Irish Terrier,Brooklyn
AIDEN,M,3,Shih Tzu,Brooklyn
AIDEN,M,5,Scottish Terrier,Manhattan
AIDEN,M,7,Rat Terrier,Manhattan
AIDEN,M,15,Golden Retriever,Staten Island
AIDEN,M,8,Beagle,Brooklyn
AIK,M,11,German Shepherd Dog,Brooklyn
AIKA,F,9,Labrador Retriever,Manhattan
AIKA,F,5,Shiba Inu,Manhattan
AIKA,F,9,Labrador Retriever,Manhattan
AIKO,F,4,Shiba Inu,Queens
AIKO,M,4,Shiba Inu,Queens
AIKO,M,4,Shiba Inu,Manhattan
AIKO,F,2,Shiba Inu,Bronx
AIKO,F,7,Doberman Pinscher,Staten Island
AILSA,F,5,Wheaton Terrier,Manhattan
AILSA,F,5,Wheaton Terrier,Manhattan
AIMEE,F,4,Dachshund,Queens
AIMEE,F,5,Unknown,Queens
AIMEE,F,9,Labrador Retriever,Manhattan
AINE,F,9,Beagle,Brooklyn
AINE,F,15,Unknown,Queens
AINE,F,9,Beagle,Brooklyn
AINM,M,17,Unknown,Manhattan
AINSLEY,M,5,Rottweiler,Queens
AINSWORTH,F,1,French Bulldog,Manhattan
AIRBORNE,F,8,Labrador Retriever Crossbreed,Brooklyn
AIRES,M,3,American Pit Bull Terrier/Pit Bull,Brooklyn
AIRES,M,5,Shih Tzu,Manhattan
AIRES,M,5,Boston Terrier,Manhattan
AIRLIA,F,8,Australian Shepherd,Bronx
AISHA,F,3,Unknown,Manhattan
AISHA,F,3,Unknown,Manhattan
AIYANA,F,3,Australian Shepherd,Manhattan
AIYANA,F,3,Australian Shepherd,Manhattan
AIYANA,F,13,Siberian Husky,Staten Island
AJ,M,3,Miniature Pinscher,Staten Island
AJ,M,7,Labrador Retriever Crossbreed,Manhattan
AJ,M,4,Shiba Inu,Manhattan
AJ,M,4,Maltese,Manhattan
AJ,M,15,Cairn Terrier,Manhattan
AJ,M,8,Unknown,Brooklyn
AJ,M,11,Labrador Retriever Crossbreed,Brooklyn
AJ,M,4,Golden Retriever,Manhattan
AJ,M,2,Miniature Schnauzer,Brooklyn
AJ,F,2,Labrador Retriever,Manhattan
AJ,M,3,Chihuahua,Bronx
AJ,M,3,Boxer,Queens
AJ,M,6,Labrador Retriever Crossbreed,Brooklyn
AJ,M,8,Yorkshire Terrier,Queens
AJ,M,6,American Pit Bull Terrier/Pit Bull,Manhattan
AJ,M,7,Labrador Retriever Crossbreed,Manhattan
AJ,M,8,Unknown,Manhattan
AJ,M,3,"Schnauzer, Miniature",Manhattan
AJ,M,9,"Welsh Corgi, Pembroke",Staten Island
AJ,M,15,"Poodle, Standard",Brooklyn
AJ,M,2,Miniature Schnauzer,Brooklyn
AJ,M,4,Shih Tzu Crossbreed,Bronx
AJ,M,4,Maltese,Queens
AJ,F,1,Pointer,Manhattan
AJ,M,1,Labrador Retriever Crossbreed,Queens
AJ,M,1,German Shepherd Dog,Brooklyn
AJ,M,8,Unknown,Brooklyn
AJA,F,6,Unknown,Bronx
AJA,F,13,Staffordshire Bull Terrier,Manhattan
AJA,F,8,Unknown,Manhattan
AJA,F,7,Shiba Inu,Staten Island
AJA,F,15,Shih Tzu,Manhattan
AJAX,M,4,Siberian Husky,Brooklyn
AJAX,M,4,Labrador Retriever,Brooklyn
AJAX,M,9,Unknown,Staten Island
AJAX,M,9,Unknown,Brooklyn
AJAX,M,2,Boxer,Brooklyn
AJAX,M,8,Labrador Retriever,Manhattan
AJAX,M,5,Unknown,Manhattan
AJAX,M,8,Jack Russell Terrier,Manhattan
AJAX,M,8,German Shepherd Dog,Manhattan
AJAX,M,3,Golden Retriever,Manhattan
AJAX,M,11,German Shepherd Dog,Manhattan
AJAX,M,3,"Schnauzer, Giant",Manhattan
AJAX,M,2,Lagotto Romagnolo,Brooklyn
AJAX,M,5,Labrador Retriever,Manhattan
AJAX,M,9,Pug,Manhattan
AJAX,M,9,Unknown,Brooklyn
AJAX,M,9,Greyhound,Manhattan
AJAX,M,10,Boxer,Brooklyn
AJAX,M,8,Labrador Retriever,Manhattan
AJAX,M,4,American Staffordshire Terrier,Manhattan
AJAXX,M,2,Miniature Pinscher,Brooklyn
AJAY,M,2,Australian Kelpie,Manhattan
AJAY,M,10,"Schnauzer, Miniature",Queens
AJAY,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
A-JAY,M,4,Golden Retriever,Bronx
AJI,M,10,Cairn Terrier,Staten Island
AKAMARO,M,1,Yorkshire Terrier Crossbreed,Bronx
AKAMARU,F,11,Unknown,Manhattan
AKASHA,F,4,Yorkshire Terrier,Bronx
AKASHA,F,4,Yorkshire Terrier,Bronx
AKASHA,F,6,Unknown,Staten Island
AKEELA,F,4,Unknown,Brooklyn
AKEELAH,F,9,Cane Corso,Manhattan
AKEILLES,M,2,Chihuahua,Queens
AKELA,F,1,Morkie,Queens
AKELA,F,4,Labrador Retriever Crossbreed,Queens
AKELLA,M,6,Cane Corso,Staten Island
AKEMI,F,1,"Poodle, Standard",Queens
AKHILLES,M,4,American Pit Bull Mix / Pit Bull Mix,Bronx
AKI,M,2,Havanese,Manhattan
AKI,F,9,Australian Cattle Dog,Manhattan
AKIAK,M,11,Siberian Husky,Brooklyn
AKIBA,M,7,Siberian Husky,Brooklyn
AKIBA,F,1,Beagle,Brooklyn
AKIBA,M,7,Siberian Husky,Brooklyn
AKIERO,M,6,Miniature Pinscher,Manhattan
AKILA,F,8,Basenji,Manhattan
AKILA,F,8,Basenji,Manhattan
AKIMA,F,12,German Shepherd Dog,Queens
AKIMA,F,6,Yorkshire Terrier,Bronx
AKIMI,F,7,Shiba Inu,Brooklyn
AKIMI,F,7,Shiba Inu,Brooklyn
AKINA,F,2,Cane Corso,Manhattan
AKINO,M,4,Shetland Sheepdog,Bronx
AKIO,M,1,Shiba Inu,Queens
AKIRA,F,3,Shiba Inu,Manhattan
AKIRA,M,13,Labrador Retriever Crossbreed,Queens
AKIRA,F,8,Shiba Inu,Bronx
AKIRA,F,10,Shih Tzu,Queens
AKIRA,F,3,Shiba Inu,Manhattan
AKIRA,F,6,American Pit Bull Mix / Pit Bull Mix,Staten Island
AKIRA,M,13,Siberian Husky,Staten Island
AKIRA,F,8,Beagle,Brooklyn
AKIRA,F,8,Shiba Inu,Queens
AKIRA,F,1,Shiba Inu,Manhattan
AKIRA,M,3,Shiba Inu,Queens
AKIRO,M,7,Shih Tzu,Staten Island
AKITA,F,12,"Bull Dog, French",Manhattan
AKULINA,F,5,"Poodle, Standard",Manhattan
AKULINA,F,5,"Poodle, Standard",Manhattan
AKUMA,F,4,Unknown,Manhattan
AKUMA,M,3,Akita,Staten Island
AKYLEEZ,M,12,Unknown,Manhattan
AL,M,14,Jack Russell Terrier,Manhattan
AL,M,2,Labrador Retriever Crossbreed,Brooklyn
AL,M,7,Staffordshire Bull Terrier,Bronx
AL,F,9,Labrador Retriever Crossbreed,Brooklyn
AL_BINA,F,1,Shih Tzu,Queens
ALABAMA,F,12,Labrador Retriever,Manhattan
ALABAMA,F,4,Pointer,Manhattan
ALABAMA,F,3,Unknown,Manhattan
ALABAMA,F,7,Labrador Retriever,Manhattan
ALABAMA,F,10,Basenji,Manhattan
ALABAMA,F,3,Poodle,Manhattan
ALABAMA,F,12,Labrador Retriever,Manhattan
ALABAMA,F,3,American Pit Bull Mix / Pit Bull Mix,Bronx
ALABAMA,F,3,Unknown,Queens
ALABAMA,F,13,Unknown,Brooklyn
ALACA,F,13,Unknown,Brooklyn
ALADAR,M,1,Shih Tzu Crossbreed,Queens
ALADDIN,M,3,Chihuahua,Brooklyn
ALAIN,M,4,Poodle,Manhattan
ALAN,M,10,Unknown,Staten Island
ALAN,M,6,Unknown,Bronx
ALAN,M,4,Labradoodle,Brooklyn
ALAN,M,3,German Shepherd Crossbreed,Brooklyn
ALANA,F,1,Shih Tzu,Manhattan
ALANIS,F,11,"Poodle, Miniature",Manhattan
ALANNA,F,7,Unknown,Manhattan
ALARIC,M,1,Yorkshire Terrier Crossbreed,Manhattan
ALARIC,M,16,Maltese,Queens
ALASHA,F,16,Lhasa Apso,Bronx
ALASKA,F,1,Siberian Husky,Brooklyn
ALASKA,F,7,Siberian Husky,Manhattan
ALASTAIR,M,2,Australian Shepherd,Manhattan
ALASTAIR,M,14,Cairn Terrier,Manhattan
ALASTAIR,M,6,Shetland Sheepdog,Brooklyn
ALASTAIR,M,2,Australian Shepherd,Manhattan
ALAYAH,F,1,Shih Tzu Crossbreed,Queens
ALBA,F,2,Bull Terrier,Brooklyn
ALBAN,M,5,Labrador Retriever,Bronx
ALBANY,F,5,Terrier Crossbreed,Queens
ALBANY,M,5,Jack Russell Terrier,Queens
ALBATROSS,M,3,Unknown,Queens
ALBEE,M,3,Australian Shepherd,Manhattan
ALBEE,M,4,Labrador Retriever,Manhattan
ALBEE,M,3,Australian Shepherd,Manhattan
ALBERT,M,6,Unknown,Bronx
ALBERT,M,15,Yorkshire Terrier,Manhattan
ALBERT,M,5,"Bull Dog, English",Manhattan
ALBERT,M,8,"Bull Dog, French",Manhattan
ALBERT,M,15,Yorkshire Terrier,Manhattan
ALBERT,M,14,Unknown,Manhattan
ALBERT,M,14,Unknown,Brooklyn
ALBERT,M,5,"Shar-Pei, Chinese",Brooklyn
ALBERT,M,1,Unknown,Manhattan
ALBERT,M,4,Chihuahua,Queens
ALBERT,M,9,Unknown,Brooklyn
ALBERT,M,2,Cairn Terrier,Manhattan
ALBERT,M,7,"Bull Dog, English",Brooklyn
ALBERT,M,5,Boxer,Brooklyn
ALBERT,M,3,Yorkshire Terrier,Queens
ALBERT,M,3,Cavalier King Charles Spaniel,Brooklyn
ALBERT,M,12,"Dachshund, Long Haired Miniature",Manhattan
ALBERT,M,4,Yorkshire Terrier,Manhattan
ALBERT,M,4,Unknown,BRONX
ALBERT,M,8,"Bull Dog, French",Manhattan
ALBERTO,M,5,"Bull Dog, English",Manhattan
ALBIE,M,7,Unknown,Brooklyn
ALBIE,M,3,Bichon Frise,Brooklyn
ALBIE,M,3,American Eskimo dog,Manhattan
ALBIE,M,2,Unknown,Brooklyn
ALBIE,M,5,Cocker Spaniel,Queens
ALBIE,M,5,"Poodle, Miniature",Manhattan
ALBIE,M,4,Greyhound,Manhattan
ALBIE,M,8,Unknown,Manhattan
ALBIE,M,1,"Bull Dog, English",Queens
ALBIE,M,5,Entlebucher Mountain Dog,Brooklyn
ALBIE,M,12,Unknown,Manhattan
ALBUCA,M,2,American Pit Bull Terrier/Pit Bull,Brooklyn
ALBUS,M,5,Unknown,Manhattan
ALBUS,M,2,Treeing Walker Coonhound,Brooklyn
ALBUS,M,7,Golden Retriever,Manhattan
ALBUS,M,15,Labrador Retriever Crossbreed,Manhattan
ALBUS,M,4,Poodle Crossbreed,Manhattan
ALBY,M,2,Chihuahua,Brooklyn
ALDI,F,4,Unknown,Queens
ALDO,M,9,Shih Tzu,Bronx
ALDO,M,8,Poodle,Brooklyn
ALDO,M,5,"Dachshund, Long Haired",Bronx
ALDO,M,7,Dachshund Smooth Coat,Queens
ALDO,M,1,French Bulldog,Manhattan
ALDO,M,7,Portuguese Water Dog,Manhattan
ALEC,F,4,"Poodle, Miniature",Manhattan
ALEC,M,7,Lhasa Apso,Brooklyn
ALEC,M,1,Pomeranian,Queens
ALEE,F,4,Golden Retriever,Brooklyn
ALEECIE,F,7,Unknown,Manhattan
ALEEYA,F,2,Unknown,Brooklyn
ALEGRIA,F,11,"Bull Dog, French",Manhattan
ALEGRIA,F,6,Brussels Griffon,Queens
ALEJANDRO,M,10,Chihuahua,Manhattan
ALEJANDRO,M,5,Chihuahua,Manhattan
ALEJANDRO,M,6,Jack Russell Terrier,Brooklyn
ALEJANDRO,M,5,Chihuahua,Manhattan
ALEJANDRO,M,6,Chihuahua,Brooklyn
ALEJO,M,5,Miniature Pinscher,Bronx
ALEPH,M,1,Maltese,Brooklyn
ALESANA,F,6,Unknown,Manhattan
ALESSANDRA,F,6,Maltese,Manhattan
ALESSIA,F,2,Dachshund Smooth Coat Miniature,Manhattan
ALEX,M,3,Shih Tzu,Queens
ALEX,M,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
ALEX,M,4,Maltese,Manhattan
ALEX,M,8,Bichon Frise,Brooklyn
ALEX,M,6,Yorkshire Terrier,Queens
ALEX,M,3,Unknown,Bronx
ALEX,M,2,German Shepherd Dog,Queens
ALEX,M,5,Yorkshire Terrier,Manhattan
ALEX,M,7,Maltese,Staten Island
ALEX,M,11,Unknown,Bronx
ALEX,M,6,Havanese,Manhattan
ALEX,M,3,Wheaton Terrier,Manhattan
ALEX,F,2,American Pit Bull Terrier/Pit Bull,Queens
ALEX,M,2,Cavalier King Charles Spaniel,Queens
ALEX,M,6,"Poodle, Standard",Manhattan
ALEX,M,12,Maltese,Brooklyn
ALEX,M,10,German Shorthaired Pointer,Manhattan
ALEX,M,8,Maltese,Brooklyn
ALEX,M,3,Unknown,Queens
ALEX,M,11,Labrador Retriever Crossbreed,Manhattan
ALEX,M,9,Lhasa Apso,Brooklyn
ALEX,M,9,Yorkshire Terrier,Brooklyn
ALEX,M,18,Shih Tzu,Manhattan
ALEX,M,13,Unknown,Manhattan
ALEX,M,4,Maltese,Manhattan
ALEX,M,6,Border Terrier,Brooklyn
ALEX,M,4,Beagle,Bronx
ALEX,M,12,Yorkshire Terrier,Staten Island
ALEX,M,2,Chihuahua Crossbreed,Queens
ALEX,M,6,Australian Cattledog,Brooklyn
ALEX,M,16,Pomeranian,Queens
ALEX,M,3,Yorkshire Terrier,Brooklyn
ALEX,M,5,Unknown,Manhattan
ALEX,M,16,Unknown,Brooklyn
ALEX,M,2,American Bully,Brooklyn
ALEX,M,9,Chihuahua,Bronx
ALEX,F,9,Unknown,Manhattan
ALEX,M,8,Unknown,Brooklyn
ALEX,M,11,Unknown,Brooklyn
ALEX,M,9,Unknown,Queens
ALEX,M,9,Unknown,Manhattan
ALEX,M,7,Havanese,Manhattan
ALEX,F,3,Labrador Retriever,Queens
ALEX,M,2,German Shepherd Dog,Queens
ALEX,M,2,Yorkshire Terrier,Brooklyn
ALEX,M,7,"Poodle, Miniature",Bronx
ALEX,M,7,Rottweiler,Brooklyn
ALEX,F,4,Greyhound,Manhattan
ALEX,F,13,"Welsh Corgi, Pembroke",Manhattan
ALEX,M,14,Unknown,Queens
ALEX,M,8,Labrador Retriever Crossbreed,Staten Island
ALEX,M,10,Maltese,Queens
ALEX,M,11,Beagle Crossbreed,Queens
ALEX,M,5,Bichon Frise,Manhattan
ALEXA,F,7,Lhasa Apso,Brooklyn
ALEXA,F,6,American Staffordshire Terrier,Staten Island
ALEXANDER,M,3,Akita,Bronx
ALEXANDER,M,5,Unknown,Queens
ALEXANDER,M,2,Yorkshire Terrier,Bronx
ALEXANDER,M,11,Golden Retriever,Brooklyn
ALEXANDER,M,2,Unknown,Staten Island
ALEXANDER,M,5,Maltese,Brooklyn
ALEXANDER,M,11,Unknown,Brooklyn
ALEXANDER,M,6,Labrador Retriever,Queens
ALEXANDER,M,5,"Poodle, Standard",Manhattan
ALEXANDER,M,4,Cairn Terrier,Bronx
ALEXANDER,M,7,Yorkshire Terrier,Manhattan
ALEXANDER,M,10,Dachshund Smooth Coat,Manhattan
ALEXANDER,M,13,Siberian Husky,Staten Island
ALEXANDER,M,14,"Bull Dog, English",Brooklyn
ALEXANDER,M,3,Unknown,Brooklyn
ALEXANDER,M,5,Bichon Frise,Queens
ALEXANDER,M,8,Maltese,Staten Island
ALEXANDER,M,5,Pomeranian,Manhattan
ALEXANDRA,F,17,Maltese,Manhattan
ALEXANDRA,F,12,Chow Chow,Manhattan
ALEXANDRA,F,5,Golden Retriever,Manhattan
ALEXANDRA-SOPHIA,F,16,Yorkshire Terrier,Brooklyn
ALEXAROSE,F,6,"Poodle, Toy",Brooklyn
ALEXI,F,2,Chihuahua,Brooklyn
ALEXIE,M,7,Doberman Pinscher,Queens
ALEXIS,F,15,Labrador Retriever Crossbreed,Manhattan
ALEXIS,F,12,"Bull Dog, French",BROOKLYN
ALEXIS,F,12,Lhasa Apso,Bronx
ALEXUS,F,2,Maltese Crossbreed,Brooklyn
ALEXXA,F,2,Shih Tzu,Bronx
ALF,M,12,"Poodle, Standard",Bronx
ALFA,M,7,Cairn Terrier,Brooklyn
ALFA,M,3,Jack Russell Terrier,Manhattan
ALFA,M,8,German Shepherd Dog,Queens
ALFA,M,3,Poodle Crossbreed,Bronx
ALFALFA,M,3,"Bull Dog, French",Manhattan
ALFALFA,M,3,Whippet,Queens
ALFALFA,M,3,"Bull Dog, French",Manhattan
ALFALFA,M,1,Boxer,Manhattan
ALFI,M,3,"Schnauzer, Miniature",Manhattan
ALFIE,M,15,Cocker Spaniel,Queens
ALFIE,M,10,Yorkshire Terrier,Bronx
ALFIE,M,11,Tibetan Terrier,Queens
ALFIE,M,8,Unknown,Manhattan
ALFIE,M,7,"Welsh Corgi, Pembroke",Manhattan
ALFIE,M,15,Jack Russell Terrier,Queens
ALFIE,M,3,Miniature Pinscher,Manhattan
ALFIE,M,4,Bichon Frise,Manhattan
ALFIE,M,4,Cavalier King Charles Spaniel,Manhattan
ALFIE,M,13,Maltese,Queens
ALFIE,M,8,Cocker Spaniel,Queens
ALFIE,M,3,West High White Terrier,Manhattan
ALFIE,F,16,Shih Tzu,Brooklyn
ALFIE,M,8,Maltese,Brooklyn
ALFIE,M,3,Unknown,Brooklyn
ALFIE,F,9,Unknown,Brooklyn
ALFIE,M,6,Chihuahua,Brooklyn
ALFIE,M,12,Unknown,Queens
ALFIE,M,9,Cairn Terrier,Bronx
ALFIE,M,6,Unknown,Brooklyn
ALFIE,M,5,Unknown,Brooklyn
ALFIE,M,2,Labradoodle,Manhattan
ALFIE,M,10,Unknown,Manhattan
ALFIE,M,4,English Cocker Spaniel,Queens
ALFIE,M,16,Pomeranian,Manhattan
ALFIE,M,10,West High White Terrier,Brooklyn
ALFIE,M,13,Unknown,Manhattan
ALFIE,M,1,Pembroke Welsh Corgi,Manhattan
ALFIE,M,12,Unknown,Bronx
ALFIE,M,4,Australian Shepherd,Brooklyn
ALFIE,M,9,"Dachshund, Wirehaired, Miniature",Manhattan
ALFIE,M,1,Beagle Crossbreed,Manhattan
ALFIE,M,7,Greyhound,Brooklyn
ALFIE,M,14,Dachshund Smooth Coat,Brooklyn
ALFIE,M,17,Unknown,Manhattan
ALFIE,M,10,Skye Terrier,Queens
ALFIE,M,5,Australian Shepherd,Manhattan
ALFIE,M,8,Maltese,Manhattan
ALFIE,M,12,Pug,Queens
ALFIE,M,2,Chihuahua,Manhattan
ALFIE,M,7,Labrador Retriever Crossbreed,Bronx
ALFIE,M,4,Basenji,Brooklyn
ALFIE,M,2,Beagle,Manhattan
ALFIE,M,9,Havanese,Manhattan
ALFIE,M,7,Unknown,Queens
ALFIE,M,10,Maltese,Brooklyn
ALFIE,M,12,Shih Tzu,Manhattan
ALFIE,M,10,Labrador Retriever,Queens
ALFIE,M,8,Maltese,Manhattan
ALFIE,M,5,Cavalier King Charles Spaniel,Manhattan
ALFIE,M,11,Tibetan Terrier,Queens
ALFIE,M,7,Jack Russell Terrier,Brooklyn
ALFIE,M,13,Yorkshire Terrier,Manhattan
ALFIE,M,13,American Eskimo dog,Staten Island
ALFIE,M,15,"Poodle, Standard",Brooklyn
ALFIE,M,14,West High White Terrier,Manhattan
ALFIE,M,5,Pekingese,Manhattan
ALFIE,M,2,"Dachshund, Wirehaired, Miniature",Manhattan
ALFIE,M,4,Labrador Retriever Crossbreed,Manhattan
ALFIE,M,4,Unknown,Manhattan
ALFONSE,M,2,Yorkshire Terrier,Manhattan
ALFONSO,M,3,"Mastiff, Bull",Queens
ALFONSO,M,5,Italian Greyhound,Manhattan
ALFONSO,M,11,German Shepherd Dog,Brooklyn
ALFRED,M,4,"Bull Dog, English",Manhattan
ALFRED,M,2,Unknown,Queens
ALFRED,M,4,Bulldog,Bronx
ALFRED,M,10,Cotton De Tulear,Manhattan
ALFRED,M,8,Miniature Pinscher,Brooklyn
ALFRED,M,2,Unknown,Queens
ALFRED,M,2,Unknown,Manhattan
ALFRED,M,3,Pomeranian,Manhattan
ALFREDO,M,4,Pug,Manhattan
ALFREDO,M,9,Shih Tzu,Brooklyn
ALFREDO,M,11,Unknown,MANHATTAN
ALGONQUIN,M,11,Miniature Pinscher,Queens
ALGY,M,3,Unknown,Staten Island
